Age [ka],d18O GRIP,T GRIP,d18O GoM,Pa/Th
7.6,-34.723157894736836,-31.041602578947348,0.8569357800315187,0.047
7.65,-34.574,-30.83126082499998,0.9562113294439284,0.047
7.7,-34.464999999999996,-30.682256874999986,0.8943474175163297,
7.75,-34.55863636363636,-30.821901374999985,0.8721972324056116,0.055
7.8,-34.53,-30.781936274999985,0.8997429067413797,0.055
7.85,-34.66850000000001,-30.990638312499982,0.9204995953555102,
7.9,-34.669,-30.992911324999987,1.009670112872366,
7.95,-34.580000000000005,-30.835198578947352,1.1065252718016196,
8.0,-34.94263157894736,-31.402630539473666,1.1056285822636425,
8.05,-35.14611111111112,-31.729807680555545,0.9924688452463296,
8.1,-35.37611111111111,-32.15690376388887,1.0954742967788655,
8.15,-35.945,-33.26174643749999,1.2179761942625162,
8.2,-35.66,-32.747377194444425,0.9202264571596371,0.046
8.25,-34.94111111111111,-31.39885755555553,0.6253475235787926,0.046
8.3,-34.82888888888888,-31.195169638888867,0.5230751235054579,
8.35,-34.9064705882353,-31.31682313235292,0.711273792716234,
8.4,-34.874444444444435,-31.281029833333307,1.017071938819226,0.05
8.45,-34.83944444444444,-31.226546986111096,1.1257791099654073,0.05
8.5,-34.69722222222222,-31.00889334722221,1.11587158912744,0.047
8.55,-34.64388888888889,-30.956799791666654,1.1540618294517748,0.047
8.6,-34.959999999999994,-31.423601749999982,1.0825393071948126,
8.65,-35.01277777777778,-31.509438874999983,1.1205809137245717,
8.7,-34.861666666666665,-31.278043791666658,1.1473073961999822,
8.75,-34.784444444444446,-31.149650111111107,1.2960686252404794,
8.8,-34.87882352941177,-31.31272644117645,1.3470645243434927,
8.85,-34.57058823529411,-30.861733558823502,1.2277444298687774,
8.9,-34.199999999999996,-30.330283333333316,1.1217781712657824,
8.95,-34.534705882352945,-30.81341848529409,1.0062018613719925,
9.0,-34.866875,-31.248339953124983,0.9328339572049396,
9.05,-34.715294117647055,-31.067727323529397,0.883731392845216,
9.1,-34.417058823529416,-30.648606455882334,0.9959213929193084,
9.15,-34.5625,-30.792139874999982,1.0241600550961838,
9.2,-35.0475,-31.55071671874998,0.8800031793459536,
9.25,-35.035999999999994,-31.535026066666653,0.8821119828892091,0.063
9.3,-34.59125,-30.847048437499982,0.9846086504357738,0.063
9.35,-34.508823529411764,-30.726257720588222,1.1694285266932976,
9.4,-34.47588235294117,-30.672285249999987,1.169412703156226,
9.45,-34.482352941176465,-30.69303367647057,1.1555981827273603,
9.5,-34.660624999999996,-30.973651390624987,1.1718641345395597,
9.55,-34.751875,-31.098212640624986,1.0117965746115063,
9.6,-34.633125,-30.90567104687499,0.8622257319845074,
9.65,-34.581875,-30.84195010937498,0.8385002816937052,
9.7,-34.725625,-31.043597984374983,0.9772561973840347,
9.75,-34.799375,-31.144717546874993,0.831168137742472,0.058
9.8,-34.646874999999994,-30.92398089062499,0.7973493267973203,0.0555
9.85,-34.795625,-31.157894859374988,1.0573056860811616,0.053
9.9,-34.794,-31.154773849999984,1.0394300722750678,
9.95,-34.647333333333336,-30.910070783333314,0.9906588841649233,
10.0,-35.062000000000005,-31.583127049999977,1.077196500213255,0.057
10.05,-35.190714285714286,-31.771951910714268,0.98634410401195,0.057
10.1,-35.072,-31.58280823333332,0.8840091088460567,
10.15,-35.202,-31.79861411666666,0.8280339330754758,
10.2,-35.52142857142857,-32.32591132142855,0.9256501000154115,0.069
10.25,-35.53928571428571,-32.352791589285694,1.0169548461026994,0.069
10.3,-35.53928571428572,-32.4012080892857,0.9473438187786991,0.058499999999999996
10.35,-35.59285714285714,-32.503598642857135,1.0224061944490423,0.058499999999999996
10.4,-35.36142857142857,-32.05625732142857,0.9391349088774196,
10.45,-35.47071428571429,-32.27588116071427,0.9391349088774196,
10.5,-35.85785714285715,-32.99174151785713,,
10.55,-35.79214285714287,-32.85053923214285,,
10.6,-35.81285714285714,-32.87222514285713,,
10.65,-35.98785714285714,-33.24193101785712,,0.053
10.7,-35.98076923076923,-33.23860471153845,0.6376734286917686,0.057999999999999996
10.75,-36.16692307692308,-33.62545313461538,0.8035166077869866,0.063
10.8,-36.49076923076923,-34.28865053846152,0.828413841395564,
10.85,-36.57307692307692,-34.4211440576923,0.6458330951923938,
10.9,-36.627692307692314,-34.56148480769229,0.4956008737698308,0.0665
10.95,-36.49153846153846,-34.271138326923065,0.5404245215825484,0.0665
11.0,-36.527692307692305,-34.353454076923065,0.7228988507972426,
11.05,-36.75846153846154,-34.86144592307691,0.7409195098828113,
11.1,-36.875,-35.14202341666665,0.899267000845113,
11.15,-36.84166666666667,-35.08330954166664,0.872019716290372,0.06
11.2,-36.43846153846153,-34.192920499999964,0.5382024383230161,0.06
11.25,-36.56307692307692,-34.490218346153824,0.6556304178777379,
11.3,-37.245,-36.06583687499998,0.8031500082115889,0.064
11.35,-37.66454545454546,-37.13012074999997,0.672361071738305,0.064
11.4,-37.604545454545445,-36.96488274999999,0.833069339041375,0.059
11.45,-37.07583333333333,-35.65143731249998,0.6847102530890086,0.0645
11.5,-36.680833333333325,-34.709934479166655,0.4086047289254989,0.07
11.55,-36.66583333333334,-34.72968772916666,0.4252859660076607,
11.6,-37.32272727272727,-36.39626024999998,0.4147430244107979,
11.65,-38.94555555555556,-41.00884347222221,0.4602238227938004,0.067
11.7,-40.281666666666666,-45.374736291666636,0.9167664633198038,0.067
11.75,-40.51,-46.27775149999999,1.207505793553318,0.073
11.8,-40.44166666666666,-46.06007754166668,1.220963525070576,0.07100000000000001
11.85,-40.505,-46.17027645833332,1.1630685394907931,0.069
11.9,-40.168,-44.842742099999974,1.1413596460555169,0.073
11.95,-40.17,-44.847614549999946,0.9817318694297875,0.073
12.0,-40.11666666666667,-44.61917516666662,1.085737283979039,0.07
12.05,-40.33,-45.42676894999996,1.107892293395704,0.07733333333333334
12.1,-40.552,-46.26620919999998,0.9749510947034735,0.07366666666666667
12.15,-40.28,-45.45463799999999,1.1352485418987985,0.067
12.2,-40.63833333333333,-46.777362791666654,1.1173102849438385,0.075
12.25,-40.812,-47.28682219999998,0.9239305663942972,
12.3,-40.688,-46.84047079999998,0.9513599661464512,
12.35,-40.516000000000005,-46.22601409999997,0.8328671185851592,
12.4,-40.195,-45.00762045833333,0.7075463985061168,0.077
12.45,-40.58,-46.37561208333333,0.6117879787837013,0.065
12.5,-41.14833333333333,-48.54881470833332,0.567867120352066,0.053
12.55,-41.28,-49.103389699999994,0.7289461814537436,0.075
12.6,-41.174,-48.68783115000002,0.5013413989009946,0.0775
12.65,-41.681666666666665,-50.714063875,0.27149201733037365,0.0766
12.7,-41.44,-49.79005791666665,0.16508272192709653,0.07075000000000001
12.75,-40.178333333333335,-44.968107541666654,-0.11949506513815593,0.0635
12.8,-39.31166666666667,-41.89438579166666,-0.6573528311348682,0.0595
12.85,-38.542857142857144,-39.585129142857134,-1.361204631604166,0.067
12.9,-38.144444444444446,-38.406844499999984,-1.5499984290533766,0.059
12.95,-38.332499999999996,-38.97425956249997,-1.0324821636382433,0.058499999999999996
13.0,-38.99,-40.93670699999998,-1.0987250849937362,0.06466666666666666
13.05,-39.74875,-43.40378184374998,-1.6065200675186866,0.06533333333333334
13.1,-40.021428571428565,-44.380574821428546,-1.4394982869104742,0.068
13.15,-39.68428571428571,-43.2051839642857,-0.9755992462941676,
13.2,-39.21125000000001,-41.63336484374997,-1.3526265610803776,0.06866666666666667
13.25,-38.71625,-40.15211034374999,-1.9476721780944535,0.066
13.3,-38.18444444444444,-38.57915461111111,-2.105943348147315,0.058
13.35,-37.824444444444445,-37.50818055555554,-1.7785459988172967,
13.4,-37.707,-37.220174674999974,-1.847799864837551,
13.45,-37.29777777777778,-36.22708266666665,-1.1849125547451607,
13.5,-37.33222222222222,-36.31747791666664,-0.631312662050248,0.072
13.55,-38.20666666666667,-38.648354999999974,-1.1630819254521634,0.072
13.6,-38.18125,-38.56800721874997,-1.3256562348859733,
13.65,-37.59444444444445,-36.89852602777775,-0.7096846207087566,
13.7,-37.691,-37.157005524999974,-0.46632032860138145,
13.75,-37.883,-37.64107702499998,-0.4422891808673567,0.065
13.8,-37.678000000000004,-37.12119584999997,-0.06866796572114393,0.065
13.85,-37.387,-36.367890824999975,-0.40401445818472775,0.072
13.9,-37.89222222222222,-37.77368480555554,-0.6713847985482366,0.06566666666666666
13.95,-39.05857142857143,-41.19265617857142,-0.5799210018359552,0.06333333333333334
14.0,-38.74142857142857,-40.33303682142855,-0.9291703458015186,0.06733333333333334
14.05,-37.628888888888895,-37.107655277777766,-1.123485976052756,0.0685
14.1,-37.47222222222222,-36.62960597222221,-1.0909632764497552,0.079
14.15,-37.204,-35.93864744999998,-1.0442206395870826,0.0755
14.2,-36.546363636363644,-34.42710074999999,-1.110342298779464,0.07666666666666666
14.25,-35.864999999999995,-33.016169924999964,-1.1357466116188917,0.079
14.3,-35.977,-33.25567457499998,-0.7266242005523259,0.071
14.35,-36.166363636363634,-33.611452249999985,-0.897205177986694,0.071
14.4,-35.848,-33.000260349999984,-1.0364660329405158,0.0785
14.45,-35.440000000000005,-32.253187,-0.6545269955244468,0.0785
14.5,-35.36666666666667,-32.110362916666645,-0.6709125931816284,
14.55,-35.92454545454545,-33.19972974999996,-0.6000376695792172,0.058
14.6,-37.15111111111111,-35.946384666666646,-0.3183871674418545,0.058
14.65,-38.80571428571428,-40.58982828571426,-0.4265060971841275,
14.7,-39.59166666666667,-42.971808291666626,-0.4859539143744912,0.089
14.75,-39.318000000000005,-41.979066449999976,-0.39955089097887736,0.089
14.8,-39.872,-43.936942699999996,-0.3642041746451324,0.085
14.85,-39.82600000000001,-43.77394854999998,-0.7563422673161989,0.0865
14.9,-39.148,-41.37317819999997,-1.0224183237534659,0.088
14.95,-39.416000000000004,-42.28262739999997,-0.6077560633410558,
15.0,-40.0675,-44.48803981249995,0.22016768486360216,0.085
15.05,-39.8425,-43.71338406249995,0.11074985477149576,0.085
15.1,-39.655,-43.048595624999955,-0.17790614599422844,0.096
15.15,-39.374,-42.131888349999954,0.1764543602142548,0.099
15.2,-39.09400000000001,-41.19449034999998,0.6471142309740685,0.102
15.25,-39.339999999999996,-42.026324375,0.6442111568451315,0.083
15.3,-39.485,-42.482574124999985,0.7237761030657893,0.083
15.35,-39.56,-42.69604287499998,0.9320632232676962,
15.4,-39.656,-43.07033189999997,0.7531845885554329,
15.45,-39.90599999999999,-43.95438594999995,0.3239327250295927,0.085
15.5,-40.755,-47.04013812499994,0.34169328628409806,0.085
15.55,-40.17,-45.04600312499998,0.7893729894873529,
15.6,-39.332499999999996,-41.95771393749998,0.5635021822217012,
15.65,-39.865,-44.04963412499996,0.6757232423455436,
15.7,-39.995,-44.49266187499999,0.3688146973198587,
15.75,-39.927499999999995,-43.97721218750003,-0.11445952921659104,
15.8,-40.0675,-44.4696079375,-0.14389905487469998,0.09
15.85,-39.925,-43.97735862499996,-0.2773699861540659,0.09
15.9,-39.7675,-43.419652437499956,0.031346794016926804,
15.95,-40.534,-46.23763394999996,-0.07434973911724371,0.085
16.0,-40.95399999999999,-47.768855949999974,-0.06367725704398422,0.085
16.05,-40.9725,-47.82928568749999,0.1656396291109779,0.094
16.1,-40.332499999999996,-45.533086562499996,-0.2218628799742907,0.094
16.15,-39.4725,-42.418722562499994,-0.18968847682505663,
16.2,-39.1975,-41.57685818749998,-0.33146645268079183,
16.25,-39.275,-41.820759124999974,-0.8669028360281275,0.083
16.3,-39.57,-42.762398999999995,-0.9126176209255354,0.083
16.35,-39.742,-43.38616115,-0.6940127473735227,0.07200000000000001
16.4,-39.886,-43.872104849999985,-0.28282914721541463,0.08166666666666668
16.45,-39.575,-42.85926087499998,0.1549317637070941,0.0945
16.5,-38.9275,-40.771439562499985,0.49888506534619426,0.088
16.55,-39.175000000000004,-41.53492137499998,0.488789534801477,
16.6,-39.58200000000001,-42.78364494999998,0.41083712741453177,
16.65,-39.91799999999999,-43.98077934999997,0.7057737268846397,
16.7,-39.945,-44.28489937499996,0.8490527257301445,0.08866666666666667
16.75,-39.477999999999994,-42.66288694999995,0.7344551688371533,0.08866666666666667
16.8,-39.782,-43.551570349999956,0.5049873955960871,0.074
16.85,-40.504999999999995,-46.08207937499998,0.3655661412370815,0.074
16.9,-40.495,-46.04000712499996,0.6068376361027368,0.084
16.95,-39.957499999999996,-44.098423937499966,0.6717202728502214,0.0865
17.0,-39.466,-42.45050774999998,0.5069665348739032,0.089
17.05,-39.768,-43.51368249999997,0.4584534751927905,
17.1,-39.824,-43.75885049999998,1.1639182474033005,0.083
17.15,-39.885999999999996,-43.993710949999965,1.1523026764009765,0.083
17.2,-40.43,-45.77986812499995,0.9709610734458869,0.077
17.25,-39.894999999999996,-43.849322749999985,0.8826486344695305,0.08266666666666667
17.3,-40.288,-45.319873699999995,0.8063220525534731,0.084
17.35,-40.478,-46.02070954999999,1.2977379371634357,0.082
17.4,-39.4625,-42.511544687500006,1.1494679118109166,0.08166666666666667
17.45,-38.875,-40.49142425000001,1.1197748232416986,0.085
17.5,-39.125,-41.303423624999986,1.211318824374826,0.07766666666666666
17.55,-39.0,-41.01607612499997,1.258420901400912,0.07433333333333332
17.6,-38.7525,-40.280285437499955,,0.075
17.65,-38.6,-39.79695712499997,1.6672758398322216,0.081
17.7,-38.9925,-40.9840599375,1.7950428397131315,0.081
17.75,-39.102,-41.29333634999999,1.676432160009386,
17.8,-38.532,-39.60560469999997,1.2754412110797158,0.08
17.85,-38.535,-39.64502237499996,0.8476039926859403,0.077
17.9,-38.7675,-40.34479906249996,0.9048076900934062,0.073
17.95,-38.9425,-40.832209062499956,0.9175490750787668,0.072
18.0,-39.695,-43.17703712499996,0.9769567386173028,0.078
18.05,-39.53,-42.75156537499996,1.011979097677025,0.07150000000000001
18.1,-38.46,-39.38797162499997,0.6680836579029981,0.065
18.15,-38.6175,-39.7950561875,0.8434409919030407,0.072
18.2,-39.122,-41.37511695,0.8123527526632865,0.072
18.25,-39.208000000000006,-41.674814699999985,0.5936276668070685,0.062
18.3,-39.2,-41.57882283333331,0.6568573830909284,0.062
18.35,-38.25,-38.642467249999974,0.7130263518536402,
18.4,-38.59,-39.74309424999996,1.0864012801703788,0.065
18.45,-38.885,-40.62895724999998,1.176330300717522,0.066
18.5,-38.7825,-40.2787014375,0.9667781009950328,0.067
18.55,-39.115,-41.362009625,0.9159690023082561,
18.6,-38.97,-40.88781887499999,0.9701905806297921,0.066
18.65,-38.5975,-39.65423968749998,0.7643588494659209,0.07200000000000001
18.7,-39.2425,-41.74415168750001,0.38482107313991437,0.078
18.75,-40.096000000000004,-44.561543600000014,0.228504889225037,
18.8,-39.974000000000004,-44.13828284999998,0.2772990404599432,0.059
18.85,-38.865,-40.64249687499996,0.4000624472122701,0.059
18.9,-38.529999999999994,-39.55396437499998,0.49919670392750226,
18.95,-38.9375,-40.72841718749998,0.8007881431762219,
19.0,-38.805,-40.51692087499997,0.8007881431762219,
19.05,-38.8125,-40.49205331249997,0.2984222065345246,
19.1,-39.0475,-41.044209312499994,0.4394859500517132,
19.15,-39.17,-41.526465125,0.5755379576811359,0.067
19.2,-39.1275,-41.40529256249998,0.503905184157464,0.07
19.25,-39.03,-41.01810149999997,0.3990494718358486,0.07
19.3,-38.835,-40.43544937499999,0.5143030273996883,0.068
19.35,-38.5875,-39.68701143749998,0.3966544342143185,0.07200000000000001
19.4,-39.2975,-42.00091093749995,0.08332096608001575,0.07233333333333333
19.45,-39.763999999999996,-43.45481159999996,0.13943896255985852,0.07100000000000001
19.5,-39.339999999999996,-42.02223759999997,0.2584202493826936,0.068
19.55,-39.3275,-41.96134668749999,0.30829500172313196,0.068
19.6,-39.4575,-42.358992562499985,0.23840533935992672,
19.65,-39.8675,-43.90065631249998,0.12639371688281575,0.068
19.7,-40.644999999999996,-46.740448624999985,0.3260529325294385,0.068
19.75,-40.38249999999999,-45.75631643749997,0.5890978365030662,
19.8,-39.785,-43.52503174999997,0.6718312009245102,0.081
19.85,-39.625,-42.93377487499997,0.6740077791633549,0.081
19.9,-40.265,-45.239733749999964,0.4488076111299294,0.076
19.95,-40.5375,-46.17618506249998,0.2947842308092768,0.076
20.0,-40.3625,-45.51773881250001,,
20.05,-40.03,-44.441187375000005,0.9693144338468028,
20.1,-39.815,-43.64725412499998,0.7328084336156212,
20.15,-40.118,-44.72692144999997,0.6578912473010137,0.062
20.2,-40.73,-46.89332937499998,0.6414354042608115,0.0625
20.25,-40.435,-45.79952787499998,0.37836982590833357,0.063
20.3,-40.625,-46.51404662499998,0.27816950379213157,
20.35,-40.9825,-47.8621371875,0.2379041285124827,
20.4,-41.1425,-48.50018118749999,0.50308627929514,
20.45,-40.807500000000005,-47.25548306249998,0.475695161415085,
20.5,-40.0275,-44.34323581249997,0.07921615333503296,
20.55,-39.688,-43.298656699999974,0.0684625550593777,
20.6,-39.742,-43.506027049999965,0.30073514239067156,
20.65,-40.09,-44.56311549999996,0.4699001295880014,
20.7,-40.29,-45.24070449999995,0.5053801752292588,
20.75,-39.905,-43.936969374999954,0.3548896492468846,
20.8,-40.21,-45.20594724999996,0.1356097177087707,
20.85,-41.120000000000005,-48.42931483333331,0.006435897426166126,
20.9,-40.75666666666667,-47.020476083333314,-0.08086753782978257,
20.95,-40.727500000000006,-46.895785812499966,0.42039299699171445,
21.0,-40.900000000000006,-47.527322624999954,0.6206298279903502,
21.05,-40.8125,-47.252312312499996,0.6318752272004727,
21.1,-40.8425,-47.36876931249998,0.13878085893879358,
21.15,-40.70666666666666,-46.81132116666661,0.289497295251891,
21.2,-40.65333333333333,-46.60446616666667,0.33882538884121177,
21.25,-41.2825,-49.1262970625,0.07425792349888474,0.087
21.3,-41.265,-49.06338324999997,0.23907428857227186,0.087
21.35,-41.39,-49.538100624999956,0.4192374166318551,
21.4,-41.79333333333333,-51.157318499999974,0.32884220903868794,
21.45,-41.36333333333334,-49.46484108333332,0.14521892636234726,
21.5,-40.47666666666667,-46.015420749999954,0.11708394878520982,
21.55,-40.629999999999995,-46.59897349999996,-0.1290084159916363,
21.6,-41.2125,-48.82944281249996,-0.03456458288380646,
21.65,-41.916666666666664,-51.672911416666636,0.08300729609609246,
21.7,-41.666666666666664,-50.64894066666665,,
21.75,-40.7825,-47.13329506249997,0.2215017123350683,0.062
21.8,-40.347500000000004,-45.46157968749996,0.18888307109676752,0.062
21.85,-40.66,-46.652271249999956,0.11634913612199566,
21.9,-40.98333333333333,-47.88983724999997,0.08245153335692135,0.078
21.95,-41.38,-49.56712183333335,0.18296016980836094,0.078
22.0,-41.08,-48.363432625000016,0.1734435633352168,
22.05,-40.947500000000005,-47.74174768750002,0.18922938261904795,
22.1,-41.07,-48.21702858333335,0.1588308512060112,
22.15,-40.63,-46.50867175,-0.029325128770584675,
22.2,-40.3975,-45.64394181249999,-0.07935486139498155,
22.25,-40.7325,-46.99048206249995,0.07146190985232913,
22.3,-41.565,-50.30349987499997,0.13715020584658535,
22.35,-41.56,-50.23992124999998,-0.0422712388199286,
22.4,-41.125,-48.43406224999997,-0.9550335139729116,
22.45,-40.95,-47.734603874999976,-0.4523859265290231,
22.5,-40.765,-47.02973487499999,-0.20106213280707888,
22.55,-40.785,-47.11421625000001,-0.4991717303071209,0.064
22.6,-41.54,-50.256627500000015,0.11464641441322604,0.064
22.65,-40.895,-47.85797437499999,0.5377695494576915,
22.7,-40.302499999999995,-45.374298812499994,0.34707453978181,
22.75,-41.07333333333333,-48.207926999999984,0.4610658030081263,
22.8,-40.803333333333335,-47.177735749999975,0.1239083554712895,0.073
22.85,-39.7975,-43.64091606249999,-0.15982125654722307,0.073
22.9,-38.964000000000006,-40.831596499999975,0.4295234418975876,
22.95,-39.684,-43.322876499999964,0.34579646330776076,
23.0,-41.125,-48.419826874999956,0.25798110183634665,
23.05,-41.4825,-49.869326437499964,,
23.1,-41.65333333333333,-50.58431016666665,0.2028602280725699,
23.15,-40.94333333333333,-47.77489641666665,0.3752427668811335,
23.2,-39.238,-41.89692724999999,0.5476253056896971,
23.25,-38.522,-39.530337749999994,0.225911495324806,
23.3,-38.92999999999999,-40.745276750000016,0.13234975591366965,
23.35,-40.33,-45.683440750000024,0.19325410463008916,
23.4,-41.355,-49.34822824999999,0.26390923470931654,
23.45,-41.580000000000005,-50.284064249999986,0.43963545805455784,
23.5,-41.973333333333336,-51.90382616666665,0.4987489186721153,
23.55,-41.839999999999996,-51.39033333333331,,
23.6,-42.28,-53.38973733333332,,
23.65,-42.559999999999995,-54.6210828333333,,
23.7,-42.16,-52.794202833333294,,0.096
23.75,-42.72333333333333,-55.474159416666645,,0.096
23.8,-42.99333333333334,-56.68703316666663,,
23.85,-42.43666666666666,-53.94594591666661,,0.073
23.9,-42.18,-52.7909908333333,,0.073
23.95,-42.209999999999994,-52.919870499999945,,0.08
24.0,-43.06,-56.854812499999944,,0.08
24.05,-42.696666666666665,-55.33597924999998,,
24.1,-41.63333333333333,-50.48495816666664,,
24.15,-41.89666666666667,-51.57055641666661,,
24.2,-41.356666666666676,-49.364964749999956,,
24.25,-41.00666666666667,-47.93959849999995,,
24.3,-40.986666666666665,-47.87073849999996,,
24.35,-41.17333333333333,-48.61332649999999,,
24.4,-41.02333333333333,-48.156442416666664,,
24.45,-40.85999999999999,-47.50447699999997,,
24.5,-40.803333333333335,-47.25548008333332,,
24.55,-41.42666666666667,-49.90918150000001,,
24.6,-42.12,-52.58856883333332,,
24.65,-41.25,-49.00867108333333,,
24.7,-40.260000000000005,-45.12829000000005,,
24.75,-41.48,-49.977244000000006,,
24.8,-41.98,-51.93551899999998,,
24.85,-41.12666666666667,-48.45142116666667,,
24.9,-40.99666666666666,-47.914491916666655,,
24.95,-40.16,-44.91608349999996,,
25.0,-39.77,-43.42241274999998,,
25.05,-40.82,-47.26127983333333,,
25.1,-41.413333333333334,-49.60337416666664,,
25.15,-41.35,-49.384162499999945,,
25.2,-41.400000000000006,-49.55247533333329,,
25.25,-41.553333333333335,-50.147109666666644,,
25.3,-41.495,-49.91424562500001,,
25.35,-41.026666666666664,-48.11561683333332,,
25.4,-41.02,-48.08747883333333,,
25.45,-41.260000000000005,-48.99904424999997,,
25.5,-41.91,-51.772080083333265,,
25.55,-42.629999999999995,-54.80266808333329,,
25.6,-42.715,-55.180385625000014,,
25.65,-43.08,-56.919783999999964,,
25.7,-42.51333333333333,-54.40739499999995,,
25.75,-41.81,-51.24251808333332,,
25.8,-41.135000000000005,-48.46744312500002,,
25.85,-41.306666666666665,-49.192256499999985,,
25.9,-41.419999999999995,-49.63264149999998,,
25.95,-41.39,-49.47876249999996,,
26.0,-40.94,-47.7324978333333,,
26.05,-40.96333333333333,-47.82985791666666,,
26.1,-40.98333333333333,-47.950461916666654,,
26.15,-40.635000000000005,-46.55009362499996,,
26.2,-40.92666666666667,-47.65475166666662,,
26.25,-40.82,-47.27009633333332,,
26.3,-41.07666666666666,-48.36704474999999,,
26.35,-41.629999999999995,-50.525681083333325,,
26.4,-41.18333333333333,-48.6787810833333,,
26.45,-41.263333333333335,-49.02013308333329,,
26.5,-41.725,-50.866411124999956,,
26.55,-40.99,-47.9482105833333,,
26.6,-40.62,-46.52686483333334,,
26.65,-41.24333333333333,-49.05078275000003,,
26.7,-41.72666666666666,-50.93912983333335,,
26.75,-41.42,-49.60505624999999,,
26.8,-41.11,-48.349512583333286,,
26.85,-40.565,-46.27316312499997,,
26.9,-41.01,-48.22026074999999,,
26.95,-41.12,-48.62376549999999,,
27.0,-41.44333333333333,-49.759646583333314,,
27.05,-41.36333333333334,-49.464802583333324,,
27.1,-40.196666666666665,-44.914089749999995,,
27.15,-40.14,-44.70971433333332,,
27.2,-41.31,-49.27369408333336,,
27.25,-41.43,-49.71087808333336,,
27.3,-41.29666666666667,-49.15735808333335,,
27.35,-41.72666666666667,-50.86051283333334,,
27.4,-40.795,-47.31064462499998,,
27.45,-39.97333333333333,-44.19129533333333,,
27.5,-38.96,-41.001939199999995,,
27.55,-38.19833333333333,-38.55429354166666,,
27.6,-38.232,-38.6153165,,
27.65,-37.483999999999995,-36.66500769999998,,
27.7,-38.00666666666666,-38.40858158333331,,
27.75,-39.5425,-43.08517681249999,,
27.8,-40.77333333333333,-47.081972499999985,,
27.85,-40.93333333333334,-47.71539649999996,,
27.9,-41.245000000000005,-48.884288124999955,,
27.95,-41.644999999999996,-50.56640812499998,,
28.0,-42.18333333333333,-52.870426416666625,,
28.05,-41.623333333333335,-50.610322416666634,,
28.1,-41.18,-48.71064899999999,,
28.15,-41.28,-49.085748999999964,,
28.2,-40.88999999999999,-47.54050108333329,,
28.25,-40.625,-46.48975312499999,,
28.3,-41.32,-49.215768999999995,,
28.35,-41.95666666666667,-51.829239749999964,,
28.4,-42.00333333333333,-52.02602608333333,,
28.45,-41.40666666666667,-49.56399416666668,,
28.5,-41.24666666666667,-48.899770166666656,,
28.55,-39.5,-42.77482487499999,,
28.6,-38.384,-39.12619389999999,,
28.65,-38.096,-38.24317989999998,,
28.7,-37.924,-37.807370899999995,,
28.75,-37.698,-37.146743350000015,,
28.8,-38.4,-39.26420191666666,,
28.85,-39.5175,-43.112436187499966,,
28.9,-41.505,-49.94093712499998,,
28.95,-41.35333333333333,-49.3442288333333,,
29.0,-40.98666666666667,-47.94627549999998,,
29.05,-41.11,-48.50030424999997,,
29.1,-41.56,-50.19864924999996,,
29.15,-41.015,-47.972855624999994,,
29.2,-40.394999999999996,-45.673492624999994,,
29.25,-41.175,-48.92960262499997,,
29.3,-41.70666666666666,-50.82901066666667,,
29.35,-41.83333333333333,-51.40508433333334,,
29.4,-42.08,-52.47154899999998,,
29.45,-41.349999999999994,-49.303312499999976,,
29.5,-41.81,-51.234208499999994,,
29.55,-41.405,-49.653463125,,
29.6,-41.455,-49.87316062499997,,
29.65,-42.225,-52.98673262499997,,
29.7,-42.19,-52.832742250000024,,
29.75,-42.635000000000005,-54.84030412500002,,
29.8,-42.150000000000006,-52.76605475,,
29.85,-42.825,-55.74614862499999,,
29.9,-42.31,-53.591324249999985,,
29.95,-41.760000000000005,-51.04971924999998,,
30.0,-41.41,-49.70183424999996,,
30.05,-41.045,-48.14371312499995,,
30.1,-41.525,-50.01626512499996,,
30.15,-42.18333333333333,-52.88029524999998,,
30.2,-42.68,-55.03717524999996,,
30.25,-41.97,-51.90927024999999,,
30.3,-41.49,-49.874094249999985,,
30.35,-41.68,-50.673101249999945,,
30.4,-41.635,-50.49139912499996,,
30.45,-41.849999999999994,-51.429062499999986,,
30.5,-42.175,-52.77639062500003,,
30.55,-41.02,-48.09602583333333,,
30.6,-40.39666666666667,-45.65830941666663,,
30.65,-40.00666666666667,-44.25869416666666,,
30.7,-40.48333333333333,-46.08245658333334,,
30.75,-41.52,-50.06076883333335,,
30.8,-41.593333333333334,-50.364640166666675,,
30.85,-41.995,-52.00207312499995,,
30.9,-42.275,-53.20435112499993,,
30.95,-42.07333333333333,-52.33554683333332,,
31.0,-41.553333333333335,-50.20284483333332,,
31.05,-41.435,-49.74327812499999,,
31.1,-41.913333333333334,-51.6766743333333,,
31.15,-41.343333333333334,-49.38828108333329,,
31.2,-41.435,-49.84203062499998,,
31.25,-42.035,-52.191960625000036,,
31.3,-41.980000000000004,-51.947858249999996,,
31.35,-41.69,-50.751164583333285,,
31.4,-41.86,-51.41873624999997,,
31.45,-42.185,-52.81486312499996,,
31.5,-42.480000000000004,-54.117324999999965,,
31.55,-42.64333333333333,-54.85863608333333,,
31.6,-42.27666666666667,-53.27575441666668,,
31.65,-41.6,-50.32603199999997,,
31.7,-41.43,-49.69173074999998,,
31.75,-41.63,-50.54819074999998,,
31.8,-41.644999999999996,-50.58893062499996,,
31.85,-41.28,-49.03502524999999,,
31.9,-40.86333333333334,-47.42842391666667,,
31.95,-40.53333333333334,-46.132786166666655,,
32.0,-40.35,-45.4695310833333,,
