Age [ka],r (GoM/GRIP d18O),r (GoM/GRIP T),r (GoM/PaTh),r (GoM/Badgeley),p (GoM/GRIP d18O),p (GoM/GRIP T),p (GoM/PaTh),p (GoM/Badgeley),npoints (GoM/GRIP d18O),npoints (GoM/GRIP T),npoints (GoM/PaTh),npoints (GoM/Badgeley)
8.7,0.192262338235534,0.1741450431309936,0.4650190543554162,-0.12203557542110278,0.4303711775465727,0.47583060031789326,0.43001024386720627,0.6186991073126652,19.0,19.0,5.0,19.0
8.8,0.20211687340805765,0.1911463353849169,-0.9276899830565389,0.20171953641230517,0.4066452018256156,0.43310321970840193,0.023086816737025843,0.4075878678888407,19.0,19.0,5.0,19.0
8.9,0.13220683669490946,0.12735762892367686,-0.9361974337247491,0.3986049728207961,0.5895202623689078,0.6033596668641414,0.01915977866754477,0.09094794204105168,19.0,19.0,5.0,19.0
9.0,0.19695601835126458,0.19448511927301493,-0.9277732790679014,0.3415560442371391,0.41898085862807233,0.4249568594612694,0.24344079692617226,0.15237308054172152,19.0,19.0,3.0,19.0
9.1,0.2087481410628689,0.20630781613221558,0.0,0.3017342787661776,0.39108821682715444,0.39677461171283446,1.0,0.2093147353969633,19.0,19.0,2.0,19.0
9.2,0.22137571862855218,0.2122123942063791,0.0,0.3424009945917672,0.3623910955624905,0.3830936480209052,1.0,0.151295362576181,19.0,19.0,2.0,19.0
9.3,0.5816662255184116,0.577621776873294,0.7549640689119759,0.46034001361493776,0.008990843057164518,0.009598980394596952,0.45530855232539635,0.04733116275430399,19.0,19.0,3.0,19.0
9.4,0.48057341766323736,0.47826141707082304,-0.11484734118795432,0.33692021724259075,0.03727603400276456,0.03833316201316593,0.8540939187282067,0.15838044696538384,19.0,19.0,5.0,19.0
9.5,0.4480000063041278,0.4443410955820362,-0.11484734118795432,0.26394359577839716,0.054406792150688346,0.05665124316255518,0.8540939187282067,0.2748744786087065,19.0,19.0,5.0,19.0
9.6,0.29720270715101754,0.2798992029416335,-0.19697745268817043,0.26302267042123256,0.2165755069848206,0.2458016875660553,0.6720501235774037,0.2766148703876013,19.0,19.0,7.0,19.0
9.7,0.38366476842054104,0.369372787422452,-0.19697745268817043,0.4365217189023452,0.10489273226442401,0.1196154988751859,0.6720501235774037,0.06168151913774078,19.0,19.0,7.0,19.0
9.8,0.27507042188349395,0.26061291082714355,0.017728933642317566,0.3550000241097263,0.2543847060378594,0.2812011106810921,0.9699071573050508,0.1358470958773144,19.0,19.0,7.0,19.0
9.9,0.05150091366798546,0.037417670294078914,0.003989771311012786,0.10313154995374191,0.8341474909675743,0.8791241276650629,0.9918722124454131,0.6743798176336486,19.0,19.0,9.0,19.0
10.0,-0.2212526428662181,-0.2227073593746958,0.003989771311012786,-0.12237534529833452,0.3626648596843908,0.35943658025469627,0.9918722124454131,0.6177151964661571,19.0,19.0,9.0,19.0
10.1,-0.2151880055282922,-0.21658674606161313,0.003989771311012786,-0.13283764221581673,0.4068525694086964,0.40373542882026636,0.9918722124454131,0.6112799327350374,17.0,17.0,9.0,17.0
10.2,-0.14109857234612339,-0.14751216520696336,0.003989771311012786,-0.035136557417507104,0.615959197385689,0.599838018009361,0.9918722124454131,0.901066162424625,15.0,15.0,9.0,15.0
